ID,DepthDiving.m,DurationDiving.min,Depthzero,Mean.Max,CommonName,Binomial,Weight.kg,Lat,Lon,Family,Order,Location,Country,Type.Diving,Methods,Life stage,Chlorophyll.Concentration,Chorophyll.Concentration.SD,Surface.Temperature,Surface.Temperature.SD,Turbidity.Index,Turbidity.Index.SD,Comment,Conservation.Status,Foraging Reference,Birds of the World Reference,Weight Reference,
275,0,0,0,Mean,Heerman's Gull,Larus heermanni,0.65,70,-125.6,Laridae,Charadriiformes,Sandford Island,Canada,Surface.Plunge,Observation,Unknown,1.3,0.61497,3.07,3.013876,0.12412,0.039078023,Not thought to dive,NT,"Chilton, G., and Sealy, S. (1987). Species Roles in Mixed-Species Feeding Flocks of Seabirds (El rol de algunas especies de aves marinas, cuando se alimentan en grupos mixtos). Journal of Field Ornithology. 58(4): 456-463.","Islam, K. and E. Velarde (2020). Heermann's Gull (Larus heermanni), version 2.0. In Birds of the World (P. G. Rodewald and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.heegul.03",,
276,0,0,0,Max,Mew Gull,Larus canus,0.22,48.9,-123.3,Laridae,Charadriiformes,Active Pass,Canada,Surface.Seizing,Observation,Unknown,10.96,8.25768,11.875,4.577229,0.56116,0.357147664,Coordinates taken from location description,LC,"Vermeer, K., Szabo, I. and Greisman, P. (1987). The relationship between plankton-feeding Bonaparte's and Mew Gulls and tidal upwelling at Active Pass, British Columbia. Journal of Plankton Research. 9(3): 483–501. https://doi.org/10.1093/plankt/9.3.484","Moskoff, W. and L. R. Bevier (2020). Mew Gull (Larus canus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.mewgul.01",,
277,0,0,0,Mean,Mew Gull,Larus canus,0.22,48.9,-123.3,Laridae,Charadriiformes,Active Pass,Canada,Surface.Seizing,Observation,Unknown,10.96,8.25768,11.875,4.577229,0.56116,0.357147664,Coordinates taken from location description,LC,"Vermeer, K., Szabo, I. and Greisman, P. (1987). The relationship between plankton-feeding Bonaparte's and Mew Gulls and tidal upwelling at Active Pass, British Columbia. Journal of Plankton Research. 9(3): 483–501. https://doi.org/10.1093/plankt/9.3.485","Moskoff, W. and L. R. Bevier (2020). Mew Gull (Larus canus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.mewgul.02",,
278,0,0,0,Max,California Gull,Larus californicus,0.84,47.12,-124.7,Laridae,Charadriiformes,Westland ,USA,Surface.Dipping,Observation,Unknown,3.88,3.53716,12.28833,3.082628,0.3002,0.250604212,,LC,"Wahl, T. R. (1977). Notes on Behavior of California Gulls and South Polar Skuas off the Washington Coast. The Murrelet, 58(2), 47. doi:10.2307/3534197 ","Winkler, D. W. (2020). California Gull (Larus californicus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.calgul.01","Jehl, Jr., J. R. (1987). Geographic variation and evolution in the California Gull (Larus californicus). Auk. 104:421-428.",
279,0,0,0,Mean,California Gull,Larus californicus,0.84,47.12,-124.7,Laridae,Charadriiformes,Westland ,USA,Surface.Dipping,Observation,Unknown,3.88,3.53716,12.28833,3.082628,0.3002,0.250604212,,LC,"Wahl, T. R. (1977). Notes on Behavior of California Gulls and South Polar Skuas off the Washington Coast. The Murrelet, 58(2), 47. doi:10.2307/3534198","Winkler, D. W. (2020). California Gull (Larus californicus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.calgul.02","Jehl, Jr., J. R. (1987). Geographic variation and evolution in the California Gull (Larus californicus). Auk. 104:421-428.",
280,0,0,0,Max,Herring Gull,Larus argentatus,1.65,53.8,14.5,Laridae,Charadriiformes,Szczecin Lagoon,Poland,Surface.Dipping,Observation,Non-breeding,61.02,21.57658,12.39545,8.049327,5.17124,2.073363781,Lagoonal,LC,"Marchowski, D., Jankowiak, Ł. and Wysocki, D. (2016). Newly demonstrated foraging method of Herring Gulls and Mew Gulls with benthivorous diving ducks during the nonbreeding period. The Auk. 133: 31–40. DOI: 10.1642/AUK-15-62.1","Nisbet, I. C. T., D. V. Weseloh, C. E. Hebert, M. L. Mallory, A. F. Poole, J. C. Ellis, P. Pyle, and M. A. Patten (2020). Herring Gull (Larus argentatus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.hergul.01",,
281,0,0,0,Mean,Herring Gull,Larus argentatus,1.65,53.8,14.5,Laridae,Charadriiformes,Szczecin Lagoon,Poland,Surface.Dipping,Observation,Non-breeding,61.02,21.57658,12.39545,8.049327,5.17124,2.073363781,Lagoonal,LC,"Marchowski, D., Jankowiak, Ł. and Wysocki, D. (2016). Newly demonstrated foraging method of Herring Gulls and Mew Gulls with benthivorous diving ducks during the nonbreeding period. The Auk. 133: 31–40. DOI: 10.1642/AUK-15-62.2","Nisbet, I. C. T., D. V. Weseloh, C. E. Hebert, M. L. Mallory, A. F. Poole, J. C. Ellis, P. Pyle, and M. A. Patten (2020). Herring Gull (Larus argentatus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.hergul.02",,
282,0,0,0,Max,Yellow-legged Gull,Larus michahellis,1.6,42,-9.1,Laridae,Charadriiformes,Galicia,Spain,Surface.Plunge,Observation,Breeding,1.7,1.53635,15.14167,1.733855,0.15115,0.122515336,,LC,"Munilla, I. (1997). Henslow’s swimming crab (Polybius henslowii) as an important food for yellow-legged gulls (Larus cachinnans) in NW Spain. ICES Journal of Marine Science. 54: 631–634.","del Hoyo, J., N. Collar, G. M. Kirwan, C.J. Sharpe, and E.F.J. Garcia (2020). Yellow-legged Gull (Larus michahellis), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.yelgul1.01",,
283,0,0,0,Mean,Yellow-legged Gull,Larus michahellis,1.6,42,-9.1,Laridae,Charadriiformes,Galicia,Spain,Surface.Plunge,Observation,Breeding,1.7,1.53635,15.14167,1.733855,0.15115,0.122515336,,LC,"Munilla, I. (1997). Henslow’s swimming crab (Polybius henslowii) as an important food for yellow-legged gulls (Larus cachinnans) in NW Spain. ICES Journal of Marine Science. 54: 631–634.","del Hoyo, J., N. Collar, G. M. Kirwan, C.J. Sharpe, and E.F.J. Garcia (2020). Yellow-legged Gull (Larus michahellis), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.yelgul1.02",,
284,0,0,0,Max,Iceland Gull,Larus glaucoides,1.55,66.75,-53.8,Laridae,Charadriiformes,Sondre Stromfjord,Greenland,Surface.Dipping,Observation,Unknown,1.19,0.66282,3.51625,2.703807,0.116229,0.044716053,,LC,"Goethe, F. (1986). Zur Biologie, insbesondere Ethographie der Polarmöwe (Larus glaucoides Meyer, 1822). Annalen Naturhistorisches Museum Wien 88/89 (Ser. B):113-146.","Snell, R. R., P. Pyle, and M. A. Patten (2020). Iceland Gull (Larus glaucoides), version 1.0. In Birds of the World (P. G. Rodewald and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.y00478.01",,
285,0,0,0,Mean,Iceland Gull,Larus glaucoides,1.55,66.75,-53.8,Laridae,Charadriiformes,Sondre Stromfjord,Greenland,Surface.Dipping,Observation,Unknown,1.19,0.66282,3.51625,2.703807,0.116229,0.044716053,,LC,"Goethe, F. (1986). Zur Biologie, insbesondere Ethographie der Polarmöwe (Larus glaucoides Meyer, 1822). Annalen Naturhistorisches Museum Wien 88/89 (Ser. B):113-146.","Snell, R. R., P. Pyle, and M. A. Patten (2020). Iceland Gull (Larus glaucoides), version 1.0. In Birds of the World (P. G. Rodewald and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.y00478.02",,
286,0.6,NA,1,Max,Lesser Black-backed Gull,Larus fuscus,1.2,53.8,-5,Laridae,Charadriiformes,Frisian Front,Netherlands,Plunge.Dive,Observation,Unknown,1.37,0.31708,11.4625,2.623614,0.124575,0.020062029,Refers to shallow plunges and a 0.6m maximum depth,LC,"Baptist, M., van Bemmelen, R., Leopold, M., de Haan, D., Flores, H., Couperus, B., Fassler, S. and Geelhoed, S. (2019). Self-foraging vs facilitated foraging by Lesser Black-backed Gull (Larus fuscus) at the Frisian Front, the Netherlands. Bulletin of Marine Science. 95(1):29–43.","Burger, J., M. Gochfeld, G. M. Kirwan, D. A. Christie, and E. de Juana (2020). Lesser Black-backed Gull (Larus fuscus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.lbbgul.01","Davies M, Bryant D. 1983. Lesser Black-backed Gull completely submerging while plungediving. Br Birds. 76(3):138–139.",
287,0,0,0,Max,Glaucous Gull,Larus hyperboreus,2.7,79.57,10.3,Laridae,Charadriiformes,Magdalenefjorden ,Norway,Surface.Seizing,Observation,Unknown,0.52,0.19637,4.148,1.858863,0.10632,0.043347567,,LC,"Jakubas, D. and Wojczulanis-Jakubas, K. (2010). Glaucous Gull Predation on Dovekies: Three New Hunting Methods. Arctic. 63(4): 468–470.","Weiser, E. and H. G. Gilchrist (2020). Glaucous Gull (Larus hyperboreus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.glagul.01",,
288,0,0,0,Mean,Glaucous Gull,Larus hyperboreus,2.7,79.57,10.3,Laridae,Charadriiformes,Magdalenefjorden ,Norway,Surface.Seizing,Observation,Unknown,0.52,0.19637,4.148,1.858863,0.10632,0.043347567,,LC,"Jakubas, D. and Wojczulanis-Jakubas, K. (2010). Glaucous Gull Predation on Dovekies: Three New Hunting Methods. Arctic. 63(4): 468–470.","Weiser, E. and H. G. Gilchrist (2020). Glaucous Gull (Larus hyperboreus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.glagul.02",,
289,0,0,0,Max,Kelp Gull,Larus dominicanus,1.34,-64.5,-64.07,Laridae,Charadriiformes,Pleneau Island,Antarctica,Surface.Dipping,Observation,Unknown,0.19,0.09771,0.73,1.082435,0.064167,0.013597303,,LC,"Gottfried, M. (2014). Cooperative foraging behaviour by crabeater seals (Lobodon carcinophaga) at Pleneau Island, Antarctic Peninsula. Antarctic Science. 26(3): 263-264. doi:10.1017/S0954102013000941","Burger, J., M. Gochfeld, E.F.J. Garcia, and G. M. Kirwan (2020). Kelp Gull (Larus dominicanus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.kelgul.01",,
290,0,0,0,Mean,Kelp Gull,Larus dominicanus,1.34,-64.5,-64.07,Laridae,Charadriiformes,Pleneau Island,Antarctica,Surface.Dipping,Observation,Unknown,0.19,0.09771,0.73,1.082435,0.064167,0.013597303,,LC,"Gottfried, M. (2014). Cooperative foraging behaviour by crabeater seals (Lobodon carcinophaga) at Pleneau Island, Antarctic Peninsula. Antarctic Science. 26(3): 263-264. doi:10.1017/S0954102013000942","Burger, J., M. Gochfeld, E.F.J. Garcia, and G. M. Kirwan (2020). Kelp Gull (Larus dominicanus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.kelgul.02",,
291,0,0,0,Max,Laughing Gull,Leucophaeus atricilla,0.35,18.3,-65.3,Laridae,Charadriiformes,Calebra Archipelago,Puerto Rico,Surface.Dipping,Observation,Unknown,0.27,0.08354,27.765,1.153938,0.043727,0.0094899,Coordinates taken from location description,LC,"Shealer, D. A., and Burger, J. (1993). Effects of Interference Competition on the Foraging Activity of Tropical Roseate Terns. The Condor, 95(2), 322. doi:10.2307/1369355 ","Burger, J. (2020). Laughing Gull (Leucophaeus atricilla), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.laugul.01",,
292,0,0,0,Mean,Laughing Gull,Leucophaeus atricilla,0.35,18.3,-65.3,Laridae,Charadriiformes,Calebra Archipelago,Puerto Rico,Surface.Dipping,Observation,Unknown,0.27,0.08354,27.765,1.153938,0.043727,0.0094899,Coordinates taken from location description,LC,"Shealer, D. A., and Burger, J. (1993). Effects of Interference Competition on the Foraging Activity of Tropical Roseate Terns. The Condor, 95(2), 322. doi:10.2307/1369356","Burger, J. (2020). Laughing Gull (Leucophaeus atricilla), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.laugul.02",,
293,0,0,0,Max,Brown Noddy,Anous stolidus,0.18,18.3,-65.3,Laridae,Charadriiformes,Calebra Archipelago,Puerto Rico,Surface.Dipping,Observation,Unknown,0.27,0.08354,27.765,1.153938,0.043727,0.0094899,Coordinates taken from location description,LC,"Shealer, D. A., and Burger, J. (1993). Effects of Interference Competition on the Foraging Activity of Tropical Roseate Terns. The Condor, 95(2), 322. doi:10.2307/1369357","Chardine, J. W., Morris, R. D. Gochfeld, M. Burger, J. Kirwan, G. M. and Garcia, E. J. F. (2020). Brown Noddy (Anous stolidus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.brnnod.01",,
294,0,0,0,Mean,Brown Noddy,Anous stolidus,0.18,18.3,-65.3,Laridae,Charadriiformes,Calebra Archipelago,Puerto Rico,Surface.Dipping,Observation,Unknown,0.27,0.08354,27.765,1.153938,0.043727,0.0094899,Coordinates taken from location description,LC,"Shealer, D. A., and Burger, J. (1993). Effects of Interference Competition on the Foraging Activity of Tropical Roseate Terns. The Condor, 95(2), 322. doi:10.2307/1369358","Chardine, J. W., Morris, R. D. Gochfeld, M. Burger, J. Kirwan, G. M. and Garcia, E. J. F. (2020). Brown Noddy (Anous stolidus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.brnnod.02",,
295,0,0,0,Max,Black Noddy,Anous minutus,0.14,23.1,-161.97,Laridae,Charadriiformes,Hawaii,USA,Surface.Seizing,Observation,Breeding,0.09,0.01912,25.90667,2.134923,0.0259,0.002677176,,LC,"Rauzon, M., Harrison, C., and Clapp, R. (1984). Breeding Biology of the Blue-Gray Noddy. Journal of Field Ornithology. 55(3): 309-321.","Gauger, V. H. (2020). Black Noddy (Anous minutus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blknod.01",,
296,0,0,0,Mean,Black Noddy,Anous minutus,0.14,23.1,-161.97,Laridae,Charadriiformes,Hawaii,USA,Surface.Seizing,Observation,Breeding,0.09,0.01912,25.90667,2.134923,0.0259,0.002677176,,LC,"Rauzon, M., Harrison, C., and Clapp, R. (1984). Breeding Biology of the Blue-Gray Noddy. Journal of Field Ornithology. 55(3): 309-321.","Gauger, V. H. (2020). Black Noddy (Anous minutus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blknod.02",,
297,0,0,0,Max,Blue-gray Noddy,Anous ceruleus,0.07,23.1,-161.97,Laridae,Charadriiformes,Hawaii,USA,Surface.Dipping,Observation,Breeding,0.09,0.01912,25.90667,2.134923,0.0259,0.002677176,,LC,"Rauzon, M., Harrison, C., and Clapp, R. (1984). Breeding Biology of the Blue-Gray Noddy. Journal of Field Ornithology. 55(3): 309-321.","Gochfeld, M., J. Burger, and E.F.J. Garcia (2020). Blue-gray Noddy (Anous ceruleus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bugnod.01",,
298,0,0,0,Mean,Blue-gray Noddy,Anous ceruleus,0.07,23.1,-161.97,Laridae,Charadriiformes,Hawaii,USA,Surface.Dipping,Observation,Breeding,0.09,0.01912,25.90667,2.134923,0.0259,0.002677176,,LC,"Rauzon, M., Harrison, C., and Clapp, R. (1984). Breeding Biology of the Blue-Gray Noddy. Journal of Field Ornithology. 55(3): 309-321.","Gochfeld, M., J. Burger, and E.F.J. Garcia (2020). Blue-gray Noddy (Anous ceruleus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bugnod.02",,
299,0,0,0,Max,Lesser Noddy,Anous tenuirostris,0.12,-4.17,55.67,Laridae,Charadriiformes,Aride Island,Seychelles,Surface.Dipping,Observation,Breeding,0.26,0.20773,29.04083,1.717162,0.044367,0.015183204,,LC,"Ramos, J. A. (2000). Characteristics of Foraging Habitats and Chick Food Provisioning by Tropical Roseate Terns. The Condor. 102(4): 795–803. https://doi.org/10.1093/condor/102.4.795
","Gochfeld, M., J. Burger, and E.F.J. Garcia (2020). Lesser Noddy (Anous tenuirostris), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.lesnod1.01",,
300,0,0,0,Mean,Lesser Noddy,Anous tenuirostris,0.12,-4.17,55.67,Laridae,Charadriiformes,Aride Island,Seychelles,Surface.Dipping,Observation,Breeding,0.26,0.20773,29.04083,1.717162,0.044367,0.015183204,,LC,"Ramos, J. A. (2000). Characteristics of Foraging Habitats and Chick Food Provisioning by Tropical Roseate Terns. The Condor. 102(4): 795–803. https://doi.org/10.1093/condor/102.4.795
","Gochfeld, M., J. Burger, and E.F.J. Garcia (2020). Lesser Noddy (Anous tenuirostris), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.lesnod1.01",,
301,0,0,0,Max,White Tern,Gygis alba,0.16,-7.9,-14.3,Laridae,Charadriiformes,Ascension Island,UK,Surface.Dipping,Observation,Breeding,0.12,0.03985,26.03,1.546133,0.03028,0.007865084,,LC,"Dorward, D. F. (1963). The Fairy Tern Gygis Alba On Ascension Island. Ibis. 103b: 365-378. doi:10.1111/j.1474-919X.1963.tb06759.x","Niethammer, K. R. and L. B. Patrick (2020). White Tern (Gygis alba), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.whiter.01",,
302,0,0,0,Mean,White Tern,Gygis alba,0.16,-7.9,-14.3,Laridae,Charadriiformes,Ascension Island,UK,Surface.Dipping,Observation,Breeding,0.12,0.03985,26.03,1.546133,0.03028,0.007865084,,LC,"Dorward, D. F. (1963). The Fairy Tern Gygis Alba On Ascension Island. Ibis. 103b: 365-378. doi:10.1111/j.1474-919X.1963.tb06759.x","Niethammer, K. R. and L. B. Patrick (2020). White Tern (Gygis alba), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.whiter.02",,
303,0,0,0,Max,Sooty Tern,Onychoprion fuscatus,0.2,-3.7,55.2,Laridae,Charadriiformes,Bird Island,Seychelles,Aerial.Seizing,Observation,Breeding,0.24,0.19677,28.91833,1.651814,0.040527,0.013922721,,LC,"Feare, C. J. (1981). Breeding Schedules and Feeding Strategies Of Seychelles Seabirds. Ostrich. 52(3): 179–185. doi:10.1080/00306525.1981.9633603 ","Schreiber, E. A., C. J. Feare, B. A. Harrington, B. G. Murray Jr., W. B. Robertson Jr., M. J. Robertson, and G. E. Woolfenden (2020). Sooty Tern (Onychoprion fuscatus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.sooter1.01",,
304,0,0,0,Mean,Sooty Tern,Onychoprion fuscatus,0.2,-3.7,55.2,Laridae,Charadriiformes,Bird Island,Seychelles,Aerial.Seizing,Observation,Breeding,0.24,0.19677,28.91833,1.651814,0.040527,0.013922721,,LC,"Feare, C. J. (1981). Breeding Schedules and Feeding Strategies Of Seychelles Seabirds. Ostrich. 52(3): 179–185. doi:10.1080/00306525.1981.9633604","Schreiber, E. A., C. J. Feare, B. A. Harrington, B. G. Murray Jr., W. B. Robertson Jr., M. J. Robertson, and G. E. Woolfenden (2020). Sooty Tern (Onychoprion fuscatus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.sooter1.02",,
305,0,0,0,Max,Bridled Tern,Onychoprion anaethetus,0.18,24.18,123.57,Laridae,Charadriiformes,Nakanokamishima Island ,Japan,Surface.Dipping,Observation,Chick-rearing,0.11,0.03415,26.66083,1.804613,0.028655,0.004143516,,LC,"Kono, H. and Kishimoto, H. (1992). Food habit of the Japanese white tern, Sterna anaethetus , in Nakanokamijima. The Journal of the Ornithological Society of Japan. 40(1): 15-2.","Haney, J. C., D. S. Lee, and R. D. Morris (2020). Bridled Tern (Onychoprion anaethetus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.briter1.01","Olsen, K. M. and H. Larsson. (1995). Terns of Europe and North America. Princeton, NJ: Princeton Univ. Press.",
306,0,0,0,Mean,Bridled Tern,Onychoprion anaethetus,0.18,24.18,123.57,Laridae,Charadriiformes,Nakanokamishima Island ,Japan,Surface.Dipping,Observation,Chick-rearing,0.11,0.03415,26.66083,1.804613,0.028655,0.004143516,,LC,"Kono, H. and Kishimoto, H. (1992). Food habit of the Japanese white tern, Sterna anaethetus , in Nakanokamijima. The Journal of the Ornithological Society of Japan. 40(1): 15-2.","Haney, J. C., D. S. Lee, and R. D. Morris (2020). Bridled Tern (Onychoprion anaethetus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.briter1.02","Olsen, K. M. and H. Larsson. (1995). Terns of Europe and North America. Princeton, NJ: Princeton Univ. Press.",
307,0.3,NA,1,Max,Forster's Tern,Sterna forsteri,0.19,38.05,-123.5,Laridae,Charadriiformes,San Fransisco Bay,USA,Surface.Plunge,Observation,Unknown,1.47,0.85511,12.71333,0.558119,0.130067,0.058022775,Coordinates taken from location description,LC,"Salt, G., and Willard, D. (1971). The Hunting Behavior and Success of Forster's Tern. Ecology. 52(6): 989-998. doi:10.2307/1933804","McNicholl, M. K., P. E. Lowther, and J. A. Hall (2020). Forster's Tern (Sterna forsteri), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.forter.01",,
308,0,0,0,Max,Gull-billed Tern,Gelochelidon nilotica,0.37,32.2,-177.16,Laridae,Charadriiformes,San Diego Bay,USA,Surface.Dipping,Observation,Breeding,0.15,0.09792,21.175,3.874799,0.03605,0.013152289,,LC,"Molina, K. C. and Marschalek, D. A. (2003). Final Report: Foraging Behaviour and Diet of Breeding Western Gull-billed Terns (Sterna nilotica vanrossemi) in San Diego Bay, California. State of California: The Resources Agency, Department of Fish and Game.","Molina, K. C., J. F. Parnell, R. M. Erwin, J. del Hoyo, N. Collar, G. M. Kirwan, and E.F.J. Garcia (2020). Gull-billed Tern (Gelochelidon nilotica), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.gubter1.01",,
309,0,0,0,Mean,Gull-billed Tern,Gelochelidon nilotica,0.37,32.2,-177.16,Laridae,Charadriiformes,San Diego Bay,USA,Surface.Dipping,Observation,Breeding,0.15,0.09792,21.175,3.874799,0.03605,0.013152289,,LC,"Molina, K. C. and Marschalek, D. A. (2003). Final Report: Foraging Behaviour and Diet of Breeding Western Gull-billed Terns (Sterna nilotica vanrossemi) in San Diego Bay, California. State of California: The Resources Agency, Department of Fish and Game.","Molina, K. C., J. F. Parnell, R. M. Erwin, J. del Hoyo, N. Collar, G. M. Kirwan, and E.F.J. Garcia (2020). Gull-billed Tern (Gelochelidon nilotica), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.gubter1.02",,
310,0,0,0,Max,Black Tern,Chlidonias niger,0.09,16,-98.52,Laridae,Charadriiformes,Guerrero,Mexico,Surface.Dipping,Observation,Unknown,0.22,0.09154,30.1075,1.138301,0.047367,0.014007487,Coordinates taken from location description,LC,"Larson, K. W. and Martinez Leyva, J. E. (2007). Wintering Black Terns Foraging Among Manta Rays in Coastal Guerrero, Mexico. Waterbirds. 30(3): 448-449.","Heath, S. R., E. H. Dunn, and D. J. Agro (2020). Black Tern (Chlidonias niger), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blkter.01",,
311,0,0,0,Mean,Black Tern,Chlidonias niger,0.09,16,-98.52,Laridae,Charadriiformes,Guerrero,Mexico,Surface.Dipping,Observation,Unknown,0.22,0.09154,30.1075,1.138301,0.047367,0.014007487,Coordinates taken from location description,LC,"Larson, K. W. and Martinez Leyva, J. E. (2007). Wintering Black Terns Foraging Among Manta Rays in Coastal Guerrero, Mexico. Waterbirds. 30(3): 448-449.","Heath, S. R., E. H. Dunn, and D. J. Agro (2020). Black Tern (Chlidonias niger), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blkter.02",,
312,0.2,NA,1,Max,Black-fronted Tern,Chlidonias albostriatus,0.09,-44.94,-178.29,Laridae,Charadriiformes,Waitaki River mouth,New Zealand,Surface.Plunge,Observation,Unknown,0.63,0.40603,12.99091,2.9973,0.076564,0.024718059,Coordinates taken from location description,EN,"Lalas, C. (1977). Food and feeding behaviour of the Black-fronted tern, Chlidonias hybrida albostriatus. (Thesis, Master of Science). University of Otago. Retrieved from http://hdl.handle.net/10523/3055","Gochfeld, M., J. Burger, and E.F.J. Garcia (2020). Black-fronted Tern (Chlidonias albostriatus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blfter1.01",,
